credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,debt_consolidation,1.348,407.09,1.083.170.686,15.68,697,1.590.041.667,3792,55.8,1,0,0,0
1,major_purchase,1.099,621.97,111.844.214,11.68,732,2.760.041.667,12284,20.8,1,0,0,0
1,small_business,788,112.61,1.071.205.943,11.79,717,2.820.041.667,1773,20.9,3,1,0,0
1,debt_consolidation,1.682,248.94,9.862.665.558,12.63,667,1560,5063,55,0,0,0,0
1,small_business,1.099,65.48,1.104.132.055,23.42,692,6.030.041.667,55809,89.3,1,0,0,0
1,all_other,751,93.33,1.115.625.052,11.49,747,3240,9574,36,4,0,0,0
1,major_purchase,1.311,202.47,1.100.209.984,2.82,687,3.392.041.667,4361,58.9,2,2,0,0
1,debt_consolidation,1.025,485.78,1.173.606.902,14.96,737,8490,8443,43.7,0,0,0,1
1,all_other,1.273,201.4,1.095.080.655,7.73,687,4.680.041.667,0,0,0,1,2,0
1,all_other,1.607,879.85,1.181.303.006,20.88,682,10620,13018,68.4,0,0,1,0
1,all_other,1.459,121.49,1.049.127.422,18.9,662,8370,6968,60.1,0,0,1,0
1,debt_consolidation,1.099,114.58,1.098.529.272,0.63,697,4.890.041.667,11279,19.5,1,1,0,0
1,all_other,1.311,168.73,1.026.813.067,20.04,702,2.070.041.667,438,17.5,0,0,0,0
1,debt_consolidation,1.645,884.44,1.210.071.213,13.96,687,9.600.041.667,16960,90.7,1,0,1,1
1,educational,1.136,52.66,101.266.311,0.96,702,3.210.041.667,66,0.5,2,0,1,0
1,debt_consolidation,183,907.6,1.236.734.079,7.28,672,6570,28897,46.9,1,1,0,1
1,debt_consolidation,1.273,134.27,1.059.663.473,9.36,697,4.921.041.667,4498,73.7,3,0,0,0
1,all_other,1.422,428.56,1.046.310.334,12.75,712,3.450.041.667,6,1.5,0,0,0,0
1,debt_consolidation,751,155.55,1.035.469.055,11.58,737,2.071.041.667,2493,9.9,2,0,0,0
1,debt_consolidation,788,375.37,1.071.441.777,7.92,757,8.640.041.667,8647,26.2,1,0,0,0
1,credit_card,1.099,818.38,113.736.634,22.83,737,7350,42752,39.2,3,0,0,0
1,all_other,788,65.69,9.952.277.717,21.52,752,1.688.041.667,564,7.6,0,0,0,0
1,credit_card,751,264.43,1.108.214.255,20.05,757,2910,4384,19.2,3,0,0,0
1,educational,1.422,411.41,1.122.524.339,17.56,682,5581,17233,91.2,0,0,0,0
1,credit_card,1.062,488.4,113.736.634,14.95,732,5430,33403,40.4,2,0,0,0
1,debt_consolidation,1.311,242.97,102.791.805,9.68,697,4.290.041.667,6659,80.2,0,0,1,0
1,debt_consolidation,1.459,449.77,118.493.977,11.07,677,5.700.041.667,4954,82.2,1,0,1,0
1,debt_consolidation,1.496,103.94,1.050.506.754,23.84,677,1410,2207,45,1,0,0,0
1,debt_consolidation,1.533,626.91,1.117.043.516,15.75,692,4080,24322,95,1,0,0,1
1,all_other,1.025,323.85,1.115.625.052,09.09,747,4.170.041.667,2205,24.5,3,0,0,1
1,home_improvement,157,280.09,1.087.426.647,7.36,662,4770,10973,87.8,0,1,0,1
1,debt_consolidation,1.136,493.67,1.079.548.559,17.61,712,3330,28261,70,3,0,0,0
1,debt_consolidation,1.385,511.56,1.181.303.006,19.29,687,14671,24341,87.2,1,0,1,0
1,all_other,1.062,789.58,1.163.691.144,0.28,797,7020,633,1.1,0,0,0,0
1,all_other,788,156.41,1.080.559.822,16.89,727,5910,11665,51.6,0,0,0,0
1,credit_card,751,62.22,1.051.053.203,21.02,732,8.643.041.667,9184,21.2,0,0,0,0
1,debt_consolidation,1.273,184.62,1.060.757.467,22.91,687,2642,13778,72.1,0,0,0,0
1,debt_consolidation,751,311.1,1.095.080.655,8.97,757,3.780.041.667,13150,50,1,0,0,0
1,credit_card,788,375.37,1.037.349.118,11.93,767,3600,13405,27,0,0,0,0
1,credit_card,1.062,105.82,1.071.441.777,17.23,707,4.290.041.667,10696,24.5,3,0,0,0
1,all_other,1.099,245.52,1.079.259.207,6.83,722,5.253.041.667,14058,73.6,1,0,0,0
1,credit_card,676,193.85,1.165.268.741,6.25,777,5160,12345,17.4,1,0,0,0
1,credit_card,1.136,526.58,1.071.441.777,8.83,727,3.457.041.667,12142,62.3,0,0,0,1
1,credit_card,1.025,582.93,1.103.488.966,6.85,757,3.842.041.667,8793,24.1,4,0,0,1
1,debt_consolidation,1.025,466.35,1.122.524.339,5.54,722,4472,10387,59.7,0,0,0,0
1,debt_consolidation,1.311,269.96,1.091.508.846,6.37,687,3270,10039,69.2,0,0,0,0
1,all_other,1.062,130.24,1.080.992.995,11.96,752,5856,0,0,0,0,0,0
1,credit_card,1.311,269.96,1.077.895.629,8.4,682,3750,9168,77.7,1,0,0,0
1,small_business,1.025,518.16,1.330.468.493,4.61,732,7.440.041.667,12997,65.7,0,0,0,0
1,major_purchase,1.273,167.84,1.091.508.846,7.77,687,4.230.041.667,10375,83.7,0,0,0,0
1,debt_consolidation,788,375.37,1.055.330.961,15.29,747,3.780.041.667,15631,24.6,0,0,0,0
1,all_other,714,145.42,1.169.524.702,14.78,767,8.580.041.667,73708,25.5,0,0,0,0
1,debt_consolidation,1.136,394.94,1.042.228.135,16.82,712,1.770.041.667,8169,64.8,0,0,0,0
1,debt_consolidation,714,100.56,1.057.131.693,22.65,742,2.730.041.667,24455,52.9,2,0,0,1
1,debt_consolidation,1.422,617.12,1.114.186.178,17.57,682,3.121.041.667,26364,57.8,0,0,0,0
1,debt_consolidation,1.311,160.29,1.135.040.654,18.49,682,9.300.041.667,10979,86.4,3,0,0,1
1,small_business,1.496,346.47,1.108.214.255,20.77,667,4020,9710,58.1,2,0,0,0
1,credit_card,1.136,822.78,1.141.861.479,22.59,727,4.650.041.667,44808,65.8,0,0,0,0
1,debt_consolidation,1.025,453.39,1.104.292.184,15.27,722,4.500.041.667,6485,37.5,2,0,0,0
1,major_purchase,751,202.22,1.062.132.735,16.8,747,6.750.041.667,6238,14.9,1,0,0,0
1,educational,714,241.33,1.049.127.422,15.27,792,7650,4249,21.4,0,0,0,0
1,debt_consolidation,1.533,870.71,1.261.153.775,16.16,692,8.220.041.667,89620,76.6,0,0,0,0
1,debt_consolidation,988,483.16,1.151.292.546,4.12,757,6.750.041.667,8361,12.1,0,0,0,0
1,debt_consolidation,1.025,226.7,1.073.639.668,23.77,717,5.309.041.667,14685,89.8,0,0,0,0
1,all_other,714,185.64,11.010.316,13.43,762,3690,7537,23.1,0,0,0,0
1,debt_consolidation,751,410.65,1.085.321.306,17.8,772,8.340.041.667,6294,33.5,0,0,0,0
1,small_business,1.099,261.89,1.053.049.493,14.36,702,3.540.041.667,4836,62.8,0,0,0,0
1,all_other,1.025,129.54,1.016.585.182,1.85,757,4.620.041.667,1495,49.8,0,0,0,0
1,credit_card,988,249.64,1.062.132.735,24.64,722,5940,10836,63,3,0,0,0
1,small_business,1.136,822.78,121.281.111,11.07,727,4446,5567,20.9,0,0,0,0
1,major_purchase,1.025,97.16,1.075.790.288,20.5,702,5130,8027,62.7,0,0,0,0
1,debt_consolidation,1.459,193.01,9.574.983.486,6.33,687,1530,1578,68.6,0,0,0,1
1,debt_consolidation,988,450.95,1.081.977.828,6.1,742,3360,7315,27.4,1,0,0,0
1,credit_card,1.311,728.89,1.220.607.265,7.98,712,6.330.041.667,34804,79.6,0,0,0,0
1,all_other,1.348,169.63,1.100.209.984,6.52,682,1.680.041.667,14281,65.2,0,0,0,0
1,educational,988,386.53,1.059.663.473,5.16,757,4.505.041.667,1117,2.6,3,0,0,0
1,debt_consolidation,988,467.06,1.049.127.422,24.4,742,3.120.041.667,9752,55.7,0,0,0,0
1,debt_consolidation,1.311,371.2,1.155.214.618,11.88,687,3630,9637,46.7,0,0,0,0
1,small_business,1.099,818.38,1.079.957.558,17.88,737,7680,5947,14,1,0,0,0
1,debt_consolidation,1.533,435.36,1.122.524.339,0.64,677,3.810.041.667,1161,23.7,0,0,0,0
1,all_other,1.025,647.7,1.108.214.255,13.22,757,2.700.041.667,4137,24.6,0,0,0,0
1,all_other,1.136,263.29,119.871.063,5.27,707,7.200.041.667,7351,94.2,1,0,0,0
1,debt_consolidation,1.273,402.8,1.147.210.347,2.51,697,3392,10051,41,1,0,0,0
1,all_other,1.062,97.68,103.859.137,0.37,807,11730,55,0.2,6,0,0,0
1,all_other,788,337.83,1.086.475.165,3.76,742,4.980.041.667,2642,64.4,0,0,0,0
1,debt_consolidation,988,483.16,124.292.162,4.95,757,4.638.041.667,13020,25.4,1,0,0,0
1,debt_consolidation,1.273,251.75,1.071.441.777,17.28,692,2.400.041.667,6292,71.5,0,0,0,0
1,major_purchase,1.099,163.68,1.113.675.106,12.27,722,2160,5502,36.7,1,0,0,0
1,debt_consolidation,751,373.32,1.109.741.002,4.33,782,12360,6449,12.5,2,0,0,0
1,credit_card,1.136,691.14,1.128.978.191,23.1,722,5.310.041.667,34377,58.5,0,0,0,0
1,all_other,1.136,279.75,1.069.194.491,17.13,697,2280,12430,46.6,1,0,0,0
1,major_purchase,1.496,242.53,1.083.958.091,8.59,672,1.650.041.667,6907,92.1,0,2,0,1
1,debt_consolidation,1.311,80.99,1.008.580.911,18.2,697,3630,1060,42.4,3,0,0,0
1,debt_consolidation,1.273,738.46,1.051.867.319,12.16,722,4740,13871,70.1,0,0,0,0
1,debt_consolidation,1.273,503.5,1.146.163.217,21.68,702,4.560.041.667,44135,54.2,0,0,0,0
1,debt_consolidation,1.422,342.85,1.071.441.777,12.48,682,7.050.041.667,4719,77.4,1,0,0,0
1,all_other,988,289.9,1.062.132.735,10.6,732,7740,11250,17.9,2,1,0,0
1,debt_consolidation,1.273,167.84,1.075.790.288,02.04,687,3.930.041.667,1319,44,1,1,0,0
1,debt_consolidation,1.099,327.36,1.147.210.347,16.1,712,4.320.041.667,2595,32,0,0,0,0
1,all_other,1.311,202.47,9.862.665.558,2.63,692,1.590.041.667,1586,61,1,0,0,0
1,debt_consolidation,1.273,805.59,1.207.254.125,10.65,717,3.840.041.667,31973,74.4,0,0,0,0
1,all_other,1.496,866.16,1.141.861.479,3.98,707,4021,12797,30.2,3,0,0,0
1,small_business,1.136,822.78,1.169.524.702,3.6,727,9150,9466,27.4,1,0,0,0
1,credit_card,1.025,421.01,1.081.977.828,13.66,752,5490,25444,42.4,1,0,0,0
1,debt_consolidation,1.099,491.03,1.059.232.546,15.97,722,4440,15142,62.6,0,0,0,0
1,all_other,1.136,493.67,1.149.406.879,24.24,707,8824,29618,78.1,0,0,0,0
1,all_other,751,311.1,1.030.895.266,5.4,752,2610,5270,24.3,0,0,0,0
1,all_other,1.136,658.23,1.203.171.926,5.39,712,5555,20894,51.5,0,0,1,0
1,debt_consolidation,1.273,302.1,1.016.585.182,17.12,692,6962,14152,71.7,0,0,0,1
1,educational,1.273,813.99,1.113.276.254,21.13,717,4.260.041.667,32628,61.8,2,0,0,0
1,debt_consolidation,1.099,555.68,1.100.209.984,17.52,727,3.900.041.667,21070,32.4,0,0,0,0
1,debt_consolidation,1.273,537.06,1.127.720.313,24.67,712,4380,46373,76.8,0,0,0,0
1,debt_consolidation,1.025,323.85,1.046.310.334,11.59,717,3691,778,43.2,1,0,0,0
1,credit_card,988,450.95,1.051.867.319,20.04,737,3.871.041.667,15460,60.6,0,0,0,0
1,debt_consolidation,788,469.21,1.182.217.332,8.75,782,9.240.041.667,16224,38.3,1,0,0,0
1,debt_consolidation,788,406.65,1.116.194.854,19.72,762,4113,9368,30.2,3,0,0,0
1,debt_consolidation,1.533,557.26,1.146.163.217,15.92,672,2910,17830,78.9,0,0,0,0
1,debt_consolidation,1.273,335.67,1.126.446.411,16.15,697,2.400.041.667,3466,25.1,3,0,0,0
1,debt_consolidation,1.941,471.89,10.858.999,11.15,672,5550,8340,24.2,2,0,0,0
1,debt_consolidation,676,129.24,1.059.663.473,19.83,777,11370,12308,22.8,0,0,0,0
1,major_purchase,714,129.95,1.105.089.001,8.57,752,5.766.041.667,2483,27.6,3,0,0,0
1,all_other,1.496,138.59,1.071.441.777,1.79,682,1.230.041.667,1298,81.1,0,0,0,0
1,credit_card,788,375.37,1.066.895.539,13.87,752,3.901.041.667,18183,33.2,1,0,0,0
1,small_business,788,500.49,112.708.539,14.97,782,8850,13925,15.7,0,0,0,0
1,all_other,988,257.69,1.158.988.651,1.44,757,3.509.041.667,4165,61.2,2,0,0,0
1,home_improvement,1.099,39.29,1.016.585.182,10.71,687,3.210.041.667,8797,41.9,1,0,0,0
1,all_other,157,175.06,9.998.797.732,10.36,662,1830,2176,53.1,1,0,0,0
1,credit_card,1.348,695.45,115.242.412,18.91,702,5.010.041.667,19427,51.1,2,0,0,0
1,debt_consolidation,1.348,339.25,1.191.839.057,12.49,737,6570,39636,99,0,0,0,0
1,all_other,714,154.7,1.115.910.359,6.31,747,4.260.041.667,5413,20,1,0,0,0
1,debt_consolidation,1.459,413.58,1.179.810.441,12.48,692,6630,18159,96.6,3,0,0,1
1,all_other,1.348,196.76,1.059.663.473,14.58,682,3.240.041.667,4112,45.2,0,0,0,1
1,all_other,1.496,221.74,111.844.214,15.45,662,2614,9317,61.7,2,0,0,0
1,credit_card,1.385,491.1,1.151.292.546,12.7,687,2520,36174,78,0,0,0,0
1,debt_consolidation,1.496,69.3,1.068.464.561,15.27,667,3720,5472,97.7,0,0,1,0
1,small_business,1.025,242.89,1.101.862.914,3.52,752,3.060.041.667,639,2.7,3,0,0,0
1,debt_consolidation,714,154.7,1.128.978.191,6.57,752,6.000.041.667,8754,17.3,3,0,0,0
1,educational,676,107.7,10.858.999,14.54,777,3390,1498,2.7,2,0,0,0
1,all_other,639,107.11,1.122.390.917,14.18,782,7.171.041.667,5256,15.6,2,0,0,0
1,credit_card,988,322.11,1.151.292.546,9.55,727,3000,18096,68.3,0,0,0,0
1,all_other,1.385,40.93,1.100.209.984,03.08,707,1170,2823,65.7,3,0,0,1
1,all_other,1.062,260.48,1.084.848.235,15,712,2550,5553,32.1,2,0,0,0
1,small_business,788,469.21,1.141.861.479,9.61,792,5.700.041.667,4176,8.8,0,0,0,0
1,debt_consolidation,714,262.99,1.122.364.211,19.7,777,5.280.041.667,9411,20.3,0,0,0,0
1,credit_card,1.062,683.76,1.081.977.828,15.18,737,17616,31725,32.8,0,0,0,0
1,debt_consolidation,1.273,234.97,1.107.906.088,23.96,697,13980,14441,87,0,0,0,0
1,debt_consolidation,1.099,818.38,1.113.225.053,12.13,737,5.400.041.667,19596,43.8,0,0,0,0
1,debt_consolidation,1.273,469.93,111.983.243,18.85,707,6.120.041.667,31992,75.5,0,0,0,0
1,major_purchase,1.099,57.29,1.030.895.266,7.76,687,4.650.041.667,1967,18.2,0,1,0,0
1,home_improvement,676,30.77,1.100.209.984,10.18,752,1.002.004.167,17028,11.7,1,0,0,0
1,credit_card,1.311,47.25,1.030.895.266,9.8,697,1.264.041.667,1702,24.3,0,0,0,0
1,all_other,1.025,242.89,1.130.220.443,7.36,797,1.218.404.167,1386,9,1,0,0,0
1,debt_consolidation,1.459,689.3,1.158.058.411,16.63,687,4.170.041.667,9431,87.3,2,0,0,0
1,credit_card,1.062,130.24,1.022.194.128,5.76,707,3630,4423,40.2,1,0,0,1
1,debt_consolidation,1.607,299.15,1.036.722.157,23.07,672,1489,9640,87.6,0,0,0,1
1,debt_consolidation,1.496,692.93,1.246.843.691,12.58,687,9.660.041.667,38910,93.3,2,0,0,0
1,credit_card,639,45.91,112.515.607,2.38,772,3.510.041.667,3947,7.6,0,0,0,0
1,debt_consolidation,988,322.11,1.154.482.134,14.44,727,5.730.041.667,18111,69.1,0,0,0,0
1,credit_card,1.533,348.29,1.133.413.367,19.23,677,5910,18533,90.4,0,0,0,0
1,credit_card,988,128.85,10.858.999,2.47,717,2.383.041.667,3187,37.1,0,0,0,0
1,debt_consolidation,1.311,212.6,1.204.355.372,24.52,687,3.479.041.667,11011,88.1,2,0,0,0
1,debt_consolidation,1.533,452.77,107.480.872,8.87,677,2.820.041.667,13222,91.8,1,0,1,0
1,debt_consolidation,788,437.93,1.075.790.288,4.98,747,2940,4482,19.4,0,0,0,0
1,debt_consolidation,1.273,839.16,113.736.634,10.62,712,4.230.041.667,19002,53.1,0,0,0,0
1,small_business,1.136,493.67,111.844.214,17.82,712,9120,21367,77.1,1,0,0,1
1,debt_consolidation,788,375.37,1.156.171.563,4.97,792,6.390.041.667,0,0,0,0,0,0
1,all_other,157,280.09,1.030.895.266,9,672,1.411.041.667,7130,55.3,1,0,0,0
1,debt_consolidation,1.273,134.27,109.273.763,14.78,677,3.840.041.667,14360,48.2,1,0,0,0
1,debt_consolidation,157,175.06,1.100.209.984,16.26,672,7.920.041.667,2276,73.4,0,0,0,0
1,debt_consolidation,788,437.93,1.115.625.052,14.37,752,6270,8976,20.8,1,0,0,0
1,major_purchase,988,154.61,10.858.999,11.28,722,2.670.041.667,16062,57.4,1,0,0,0
1,all_other,1.459,199.9,1.122.524.339,1.86,707,1.230.041.667,4372,48,0,0,0,0
1,major_purchase,714,123.76,1.059.663.473,18.33,797,6210,982,1.8,0,0,0,0
1,debt_consolidation,1.459,689.3,1.054.534.144,15.98,682,2.370.041.667,1446,13.5,1,1,0,0
1,debt_consolidation,1.273,209.79,1.004.324.949,21.23,687,2.760.041.667,6867,41.6,0,0,0,0
1,all_other,1.062,97.68,1.046.310.334,8.91,692,6.090.041.667,12509,37.1,2,1,0,1
1,small_business,1.062,468.86,1.100.209.984,6.26,727,3.180.041.667,14373,88.2,0,0,0,0
1,all_other,751,311.1,1.030.895.266,8.6,752,2522,6268,22,0,0,0,0
1,debt_consolidation,988,483.16,1.141.861.479,15.93,762,5.642.041.667,8226,18.1,0,0,0,0
1,major_purchase,1.422,137.14,124.292.162,14.91,677,5156,8847,36.9,1,0,0,0
1,credit_card,751,155.55,1.104.132.055,12.75,737,5160,11757,42.6,0,0,0,0
1,debt_consolidation,988,442.9,1.110.043.574,17.67,737,3.095.041.667,10033,21.7,1,0,0,0
1,all_other,1.273,167.84,1.101.862.914,15.76,682,5.340.041.667,8076,79.2,1,0,0,1
1,credit_card,1.025,97.16,1.100.209.984,15.64,702,2.310.041.667,14636,71.4,0,0,0,0
1,debt_consolidation,1.136,246.84,1.103.488.966,14.83,707,3030,0,26.32,0,0,0,0
1,debt_consolidation,1.099,491.03,111.844.214,10.75,722,7.140.041.667,2561,17.3,0,0,0,0
1,debt_consolidation,1.025,809.62,1.191.839.057,7.66,787,6.840.041.667,8315,23.7,0,0,0,0
1,debt_consolidation,1.311,54,1.063.364.146,18.99,672,7680,6281,62.8,3,0,0,0
1,credit_card,1.025,404.81,1.050.506.754,18.38,732,3394,12849,45.6,0,0,0,0
1,all_other,1.025,161.93,1.059.763.423,19.12,717,1.649.041.667,10625,65.6,0,0,0,1
1,debt_consolidation,1.136,394.94,1.077.895.629,13.18,702,8.910.041.667,12844,54,1,0,1,0
1,credit_card,1.311,472.43,1.059.663.473,11.31,697,5550,12942,67.1,0,0,0,0
1,credit_card,1.025,576.45,1.103.135.115,17.15,762,10560,23065,51.1,4,0,0,0
1,debt_consolidation,788,265.89,1.076.848.499,11.7,737,3390,9205,52,0,0,0,0
1,debt_consolidation,1.273,537.06,1.121.182.037,4.41,712,3.841.041.667,12585,38.8,1,0,0,0
1,debt_consolidation,1.459,861.63,1.148.246.626,18.15,707,6.690.041.667,22542,41.7,1,1,0,0
1,major_purchase,1.311,464,1.016.585.182,14.4,747,4.320.041.667,16738,90.3,1,0,0,0
1,debt_consolidation,1.273,570.63,1.109.968.017,22.75,707,3750,26146,76.2,0,0,0,0
1,debt_consolidation,988,547.58,1.090.888.746,19.39,762,1.275.204.167,18667,20.3,1,0,0,0
1,small_business,183,907.6,127.367.009,11.99,752,5190,5011,5.5,7,0,0,0
1,all_other,1.719,185.89,1.030.895.266,22.29,662,1554,1815,43.2,1,0,0,0
1,home_improvement,1.062,651.2,1.177.528.973,15.98,787,1.257.004.167,4641,18.1,5,0,0,0
1,all_other,751,435.54,1.123.321.156,3.68,772,5130,11723,32.1,0,0,0,0
1,debt_consolidation,1.348,339.25,1.062.861.778,13.8,687,4080,14246,74.2,0,0,1,0
1,small_business,1.348,169.63,1.071.441.777,14.19,677,3750,3379,31,2,0,0,0
1,all_other,1.793,902.94,1.261.153.775,8.6,677,7.170.041.667,38436,73.2,0,1,0,0
1,home_improvement,1.311,253.09,1.095.430.918,10.85,682,4021,4891,55,0,0,1,0
1,credit_card,1.311,215.97,1.117.745.273,16.38,682,2.134.041.667,8220,71.5,0,0,0,0
1,debt_consolidation,1.645,424.53,1.057.385.217,3.1,667,1140,4278,42.7,3,0,0,0
1,debt_consolidation,1.756,503.05,1.154.790.643,15.02,672,7320,15899,16.6,3,0,0,0
1,educational,1.062,182.34,1.122.524.339,14.32,707,5910,15055,88,1,0,0,0
1,all_other,1.311,141.73,961.580.548,3.44,702,6.000.041.667,654,72.7,0,0,1,0
1,credit_card,1.348,441.02,1.059.663.473,24.66,687,5194,17325,70.1,0,0,0,0
1,credit_card,1.459,112.02,1.023.995.979,24.6,662,5554,11683,60.2,1,0,0,0
1,all_other,988,161.06,1.055.581.274,24.5,717,4.500.041.667,14438,62.2,0,0,0,0
1,home_improvement,1.099,491.03,1.122.524.339,1.36,722,7.530.041.667,4402,9.3,1,1,0,0
1,debt_consolidation,988,322.11,1.100.209.984,9.8,757,6.120.041.667,2255,45.1,1,0,0,0
1,all_other,1.422,144,1.087.804.719,16.69,667,4710,5804,50.9,0,1,3,0
1,debt_consolidation,1.645,566.04,1.126.446.411,14.74,667,2.730.041.667,3745,89.2,3,0,0,0
1,debt_consolidation,1.062,455.84,1.069.307.155,22.39,722,5.760.041.667,17256,76,0,1,0,0
1,debt_consolidation,1.459,482.51,1.119.821.472,12.13,697,4.560.041.667,5879,70.8,0,0,1,0
1,debt_consolidation,1.025,242.89,1.082.774.645,14.83,717,4440,7396,37.9,0,0,0,0
1,debt_consolidation,1.136,658.23,1.103.165.864,18.64,722,4.290.041.667,58930,63.4,1,0,0,0
1,educational,1.496,176.7,1.008.580.911,22.8,682,5520,5327,95.1,3,0,0,0
1,all_other,1.099,163.68,10.858.999,6.55,692,3.510.041.667,958,12.1,1,0,1,0
1,all_other,788,187.69,1.083.958.091,13.36,737,4.890.041.667,10685,89.8,1,0,0,0
1,educational,1.062,73.26,1.087.804.719,13.86,722,9150,3860,91.9,2,0,0,0
1,all_other,1.099,40.92,1.023.995.979,0.64,742,1.230.041.667,426,8.9,0,0,0,0
1,all_other,1.311,506.18,1.169.524.702,16.69,692,4470,26519,61.4,1,1,0,0
1,all_other,1.311,506.18,1.123.848.862,11.92,697,5.430.041.667,14383,44.9,0,0,0,0
1,all_other,751,124.44,1.018.111.929,16.5,737,2.763.041.667,3053,13.5,0,0,0,0
1,debt_consolidation,639,100.99,9.655.026.193,21.46,777,7712,3071,16.5,0,0,0,0
1,small_business,751,334.43,1.057.131.693,12.86,762,6.060.041.667,6486,8.7,3,0,0,0
1,credit_card,1.607,527.91,1.071.441.777,9.33,672,1.770.041.667,16375,66,0,0,0,0
1,debt_consolidation,1.099,392.83,1.089.766.482,23.51,707,5160,22083,75.9,2,0,0,0
1,debt_consolidation,1.136,329.12,1.093.761.465,9.73,727,5880,3010,73.4,1,0,0,0
1,all_other,1.311,337.45,1.071.441.777,22.91,692,2910,3140,35.7,3,0,0,0
1,all_other,1.273,503.5,1.062.132.735,11.41,742,1.260.041.667,2246,16.9,0,0,0,0
1,all_other,751,155.55,1.075.790.288,12.77,747,3.420.041.667,7326,18.2,0,0,0,0
1,debt_consolidation,1.422,291.42,1.091.508.846,20.75,672,5820,4377,71.8,0,1,0,0
1,small_business,1.273,503.5,1.171.177.632,24.44,702,5880,52601,73.1,1,0,0,0
1,all_other,1.062,260.48,1.037.349.118,11.29,722,1.950.041.667,1643,60.9,0,0,0,0
1,debt_consolidation,1.136,256.71,10.858.999,7.89,692,8010,15985,45.2,0,0,0,0
1,all_other,1.348,40.71,89.226.583,21.44,702,1112,6235,52,1,0,0,0
1,debt_consolidation,1.422,205.71,10.858.999,15.65,677,4.500.041.667,13800,93.2,2,0,0,0
1,major_purchase,1.062,716.32,1.224.135.291,5.34,747,1.005.004.167,47992,30.5,4,0,0,0
1,debt_consolidation,988,322.11,1.115.625.052,6.24,727,3.780.041.667,12991,22.6,2,0,0,0
1,debt_consolidation,1.385,545.67,1.165.268.741,14.01,687,7770,7915,38.4,2,0,0,0
1,debt_consolidation,714,309.4,1.121.182.037,15.42,797,5580,13014,14.7,2,0,0,0
1,all_other,1.273,50.35,1.020.507.253,17.8,692,1830,12614,85.2,0,0,0,0
1,debt_consolidation,1.025,153.83,1.127.973.158,20.42,712,6990,61140,60.5,0,0,1,0
1,debt_consolidation,1.136,236.96,1.077.895.629,7.15,727,5.400.041.667,9379,35.7,1,0,1,0
1,all_other,988,222.26,1.076.806.385,16.81,727,4050,150,3.1,3,0,0,0
1,debt_consolidation,1.348,474.94,1.063.103.616,20.06,692,2.310.041.667,13211,73.8,1,0,0,0
1,credit_card,1.273,169.51,1.081.977.828,20.52,682,4051,22485,70,0,0,0,0
1,credit_card,1.062,814,1.198.042.596,15.2,762,5820,50110,10.5,2,0,0,0
1,credit_card,714,170.17,1.075.790.288,19.86,752,4110,10254,23.5,1,0,0,0
1,debt_consolidation,788,350.34,1.103.488.966,22.49,737,6180,16472,47.9,0,0,0,0
1,home_improvement,1.099,98.21,1.091.326.863,15.5,697,4470,2754,40.5,2,0,1,0
1,all_other,1.099,49.11,113.736.634,20.43,687,12450,3438,51.3,3,0,0,0
1,home_improvement,751,311.1,1.100.209.984,15.92,767,5580,5527,17.8,0,0,0,0
1,home_improvement,1.025,161.93,1.081.977.828,19.23,712,4.296.041.667,36705,82.5,2,0,0,0
1,debt_consolidation,1.136,493.67,114.756.285,22.16,707,5130,22434,57.4,1,0,0,0
1,debt_consolidation,1.025,168.41,106.454.249,21.63,712,3.420.041.667,12970,66.2,2,0,0,0
1,all_other,1.422,102.86,1.059.663.473,10.05,702,1.230.041.667,627,34.8,1,0,0,0
1,debt_consolidation,1.422,317.13,9.862.665.558,10.81,697,2.100.041.667,0,0,3,0,0,1
1,credit_card,1.385,218.27,1.069.194.491,20.54,672,3.120.041.667,26428,48.2,2,0,0,0
1,all_other,751,171.11,1.045.322.615,20.39,742,7.200.041.667,14493,19.5,1,0,0,0
1,debt_consolidation,676,147.7,9.552.226.498,06.05,772,3.480.041.667,2621,17,0,0,0,0
1,debt_consolidation,1.025,453.39,1.115.625.052,16.42,732,5.340.041.667,16198,53.8,2,0,0,0
1,debt_consolidation,1.062,325.6,1.111.460.974,6.13,722,4.200.041.667,10075,73,1,0,0,0
1,all_other,1.348,339.25,1.030.895.266,17.04,682,2.430.041.667,10491,55.5,1,0,0,0
1,small_business,1.311,269.96,1.046.310.334,1.65,742,2.130.041.667,1692,35.2,3,1,0,1
1,all_other,1.062,130.24,9.392.661.929,14.1,702,8010,3361,21.1,1,0,0,0
1,debt_consolidation,788,330.01,1.046.310.334,21.63,742,4.650.041.667,11071,37.4,0,0,0,0
1,debt_consolidation,1.348,379.95,1.075.234.277,3.93,692,1470,6372,52.2,1,0,0,0
1,major_purchase,714,247.52,1.081.977.828,22.13,772,5.430.041.667,13088,42.6,0,0,0,0
1,major_purchase,988,161.06,1.083.368.119,22.91,717,3690,13232,63.9,1,0,0,0
1,all_other,1.904,916.95,1.234.583.459,14.43,667,5.970.041.667,39476,78.3,0,0,0,0
1,home_improvement,788,450.44,1.147.435.094,1.91,777,5820,3351,0.4,2,0,0,0
1,all_other,1.025,194.31,1.081.977.828,20.66,707,1920,19882,51.2,2,0,0,0
